1,0.41463,0.2564,0.6498,0.41415,0.25696,0.22046,0.11655,0.23119,0.4128,0.36541,0.33986,0.32869,0.40981,0.31585,0.19326,0.2002,0.2551,0.32038,0.06604,0.18999,0.18064,0.12117,0.42639,0.28279,0.26726,0.33614,0.30396,0.19858,0.35793,0.23089,0.3016,0.50416,0.41737,0.32598,0.48741,0.36485,0.33515,0.43858,0.62286,0.45138,0.42358,0.35514,0.30326,0.23258,0.31145,0.39159,0.26844,0.49425,0.38518,0.23864,0.50868,0.47267,0.15611,0.27024,0.2112,0.41231,0.4133,0.27107,0.27114,0.30591,0.2933,0.25385,0.40484,0.34326,0.37622,0.43747,0.33946,0.3038,0.32546,0.28634,0.23838,0.099973,0.32128,0.34452,0.23296,0.048207,0.3414,0.46949,0.53096,0.43408,0.47017,0.33239,0.43697,0.48648,0.31104,0.43776,0.45842,0.22482,0.3308,0.29262,0.27208,0.33616,0.45929,0.21287,0.35538,0.15153,0.29732,0.3583,0.35082
0.41463,1,0.82344,0.25424,0.72841,0.78944,0.61511,0.20901,0.51026,0.70901,0.92982,0.92214,0.52583,0.74792,0.57202,0.5048,0.64547,0.65046,0.83059,0.32692,0.56194,0.57197,0.4298,0.73608,0.82486,0.46595,0.90734,0.86674,0.50631,0.51461,0.83175,0.37547,0.58871,0.80179,0.90589,0.77916,0.9258,0.34652,0.28998,0.62377,0.76187,0.88868,0.87126,0.88776,0.74361,0.89035,0.59689,0.79512,0.88825,0.94197,0.5476,0.50846,0.87299,0.71561,0.89223,0.84264,0.77882,0.70569,0.83518,0.71443,0.59875,0.40485,0.50455,0.89419,0.93763,0.90211,0.62497,0.88422,0.89205,0.93282,0.87325,0.86945,0.19041,0.90657,0.94126,0.46776,0.15131,0.43365,0.5233,0.74185,0.77992,0.82543,0.90288,0.78805,0.76133,0.73354,0.75151,0.8646,0.68159,0.90499,0.28666,0.37755,0.91193,0.9201,0.80267,0.32465,0.50562,0.88919,0.77438,0.82539
0.2564,0.82344,1,0.10566,0.57179,0.76259,0.58461,0.14481,0.45211,0.59805,0.83597,0.84714,0.3704,0.58607,0.48394,0.46973,0.6975,0.64229,0.79622,0.13794,0.70532,0.70062,0.45639,0.66377,0.81998,0.28077,0.82191,0.85147,0.50454,0.38746,0.71447,0.25625,0.45699,0.74119,0.88106,0.65369,0.84018,0.28013,0.18793,0.45913,0.70001,0.82357,0.8584,0.87216,0.80967,0.87509,0.56087,0.82684,0.7348,0.84621,0.49158,0.35774,0.81385,0.80671,0.88444,0.84701,0.73419,0.61799,0.86934,0.72897,0.56185,0.32447,0.34662,0.8375,0.8661,0.8381,0.51133,0.87697,0.8591,0.88261,0.86079,0.84904,0.22844,0.88179,0.87108,0.39921,0.11596,0.35227,0.44745,0.66679,0.72876,0.67913,0.8377,0.70405,0.655,0.7512,0.70404,0.78009,0.72364,0.81544,0.25068,0.34962,0.87428,0.8318,0.86832,0.2561,0.57984,0.87912,0.72233,0.7735
0.6498,0.25424,0.10566,1.0001,0.16143,0.12596,0.084427,0.036353,0.13445,0.16264,0.17959,0.17819,0.30426,0.21875,0.28338,0.074442,0.086708,0.092748,0.12946,0.13471,0.069649,0.072341,0.049149,0.15145,0.12047,0.15061,0.15655,0.14587,0.10469,0.15355,0.15339,0.15447,0.16669,0.17097,0.13902,0.17125,0.16977,0.22962,0.20667,0.37486,0.20026,0.18892,0.13955,0.12898,0.10824,0.11646,0.11365,0.11368,0.32434,0.20075,0.13089,0.25898,0.27447,0.073763,0.12789,0.11025,0.16796,0.1684,0.10762,0.10555,0.11615,0.10175,0.13094,0.2059,0.16855,0.18135,0.2293,0.14206,0.11568,0.16659,0.10973,0.1212,0.043071,0.13339,0.16004,0.12878,0.036364,0.17438,0.34473,0.41961,0.15312,0.20147,0.18755,0.15555,0.21715,0.10293,0.18546,0.21862,0.09391,0.15448,0.10494,0.18134,0.15105,0.27207,0.075377,0.11807,0.085356,0.13558,0.22921,0.24483
0.41415,0.72841,0.57179,0.16143,1,0.5649,0.57197,0.27115,0.41194,0.67884,0.71576,0.66149,0.38667,0.76225,0.41108,0.4038,0.38517,0.61176,0.74414,0.14193,0.42112,0.32062,0.24981,0.7634,0.67123,0.6317,0.6921,0.64814,0.34572,0.4496,0.6018,0.3531,0.6442,0.63205,0.68029,0.74122,0.69918,0.2594,0.38428,0.66173,0.63509,0.78051,0.72513,0.66272,0.49577,0.63113,0.53159,0.61457,0.71412,0.7467,0.42996,0.45104,0.73339,0.35632,0.63342,0.49958,0.54849,0.78624,0.61335,0.38637,0.49061,0.32079,0.63518,0.60383,0.70981,0.73254,0.58368,0.71,0.72569,0.69569,0.64397,0.60094,0.14634,0.72103,0.73775,0.5442,0.20457,0.46193,0.40196,0.57417,0.73978,0.75188,0.73012,0.85767,0.7949,0.51406,0.60497,0.6884,0.43874,0.72489,0.19357,0.22074,0.70732,0.78091,0.43341,0.19645,0.28038,0.64941,0.56242,0.56793
0.25696,0.78944,0.76259,0.12596,0.5649,1,0.51196,0.14343,0.39095,0.54856,0.8042,0.80578,0.46923,0.58044,0.43779,0.42507,0.56266,0.58068,0.71958,0.30406,0.56422,0.55344,0.44857,0.6611,0.71911,0.30473,0.77996,0.78246,0.4582,0.37123,0.7372,0.27993,0.45058,0.66825,0.80419,0.64287,0.81042,0.27797,0.20228,0.46962,0.62245,0.7489,0.78562,0.79218,0.66065,0.79502,0.4757,0.70024,0.73168,0.81272,0.46904,0.3661,0.71157,0.73633,0.7957,0.76945,0.67591,0.59434,0.78817,0.67857,0.53227,0.3419,0.364,0.79841,0.8279,0.76584,0.47984,0.77277,0.7718,0.8299,0.76777,0.77518,0.18074,0.79599,0.81856,0.3921,0.11693,0.36405,0.42281,0.61717,0.65798,0.65641,0.77957,0.64454,0.62532,0.62903,0.60758,0.77097,0.59065,0.77921,0.2253,0.35379,0.80558,0.77044,0.74728,0.25972,0.45532,0.78338,0.67804,0.70569
0.22046,0.61511,0.58461,0.084427,0.57197,0.51196,1,0.26086,0.31938,0.60905,0.66654,0.62259,0.27547,0.57682,0.43073,0.42927,0.46828,0.41033,0.57706,0.10207,0.38136,0.31919,0.25183,0.57501,0.58859,0.27022,0.6255,0.66672,0.36689,0.51409,0.48687,0.30883,0.38221,0.55835,0.6656,0.57275,0.60517,0.18849,0.21944,0.45508,0.60022,0.67798,0.67333,0.67945,0.59969,0.6332,0.54967,0.59274,0.54291,0.64772,0.38137,0.26814,0.6173,0.48508,0.63818,0.57858,0.50384,0.55879,0.56426,0.42886,0.4937,0.27776,0.54424,0.55826,0.66792,0.67902,0.45847,0.68693,0.69206,0.66047,0.65152,0.57893,0.21823,0.68056,0.66185,0.41125,0.054812,0.28551,0.2798,0.51165,0.67091,0.5546,0.66901,0.64351,0.62858,0.46161,0.50702,0.5565,0.45963,0.62551,0.095936,0.1833,0.67455,0.67805,0.56927,0.096273,0.30283,0.62097,0.50181,0.52951
0.11655,0.20901,0.14481,0.036353,0.27115,0.14343,0.26086,1.0001,0.1447,0.20668,0.1972,0.19057,0.094032,0.19645,0.079745,0.11459,0.09891,0.2024,0.19067,0.026912,0.087866,0.087972,0.092003,0.2213,0.17315,0.2661,0.18472,0.17769,0.086704,0.1049,0.15793,0.48194,0.17297,0.26021,0.1915,0.20908,0.18613,0.07755,0.082585,0.18874,0.16833,0.20715,0.18447,0.18601,0.14559,0.17307,0.12784,0.15993,0.2037,0.20355,0.24906,0.16706,0.21765,0.10114,0.16934,0.14568,0.16687,0.21846,0.17639,0.11266,0.14426,0.084362,0.2212,0.17005,0.19351,0.1995,0.15291,0.19493,0.20188,0.18917,0.18255,0.15453,0.035153,0.1973,0.20137,0.2295,0.029051,0.10665,0.11633,0.16574,0.22422,0.18967,0.20814,0.24145,0.21026,0.13141,0.16195,0.20383,0.123,0.20514,0.058729,0.084974,0.201,0.20606,0.14105,0.05003,0.06598,0.17317,0.13775,0.15991
0.23119,0.51026,0.45211,0.13445,0.41194,0.39095,0.31938,0.1447,1,0.43621,0.49209,0.48362,0.25348,0.36718,0.4479,0.23612,0.57202,0.31969,0.48856,0.062485,0.26576,0.48006,0.19127,0.39553,0.53271,0.27029,0.48255,0.47167,0.47067,0.2485,0.44391,0.21853,0.30979,0.46686,0.51667,0.43545,0.49399,0.21978,0.14788,0.31989,0.44705,0.50288,0.49684,0.51777,0.46282,0.49985,0.33534,0.43422,0.49651,0.50424,0.35977,0.29506,0.55024,0.31695,0.5264,0.48902,0.3981,0.4047,0.44122,0.35598,0.30738,0.20897,0.32667,0.46561,0.50213,0.49625,0.40653,0.56478,0.50377,0.50559,0.49548,0.50225,0.10695,0.52408,0.51788,0.33493,0.051457,0.27185,0.28497,0.41902,0.44575,0.4724,0.53469,0.48396,0.48268,0.42476,0.44806,0.50976,0.48652,0.46748,0.16818,0.20689,0.49806,0.52499,0.46409,0.1618,0.29852,0.52019,0.44333,0.45654
0.4128,0.70901,0.59805,0.16264,0.67884,0.54856,0.60905,0.20668,0.43621,1,0.72341,0.68469,0.37831,0.61674,0.4895,0.49768,0.45939,0.51168,0.6605,0.12266,0.3951,0.38722,0.2483,0.60592,0.64184,0.46331,0.71581,0.64493,0.40161,0.66663,0.5519,0.37625,0.6719,0.71305,0.66992,0.7383,0.71962,0.30087,0.2821,0.62408,0.66127,0.75173,0.71457,0.69114,0.6054,0.68405,0.65222,0.64692,0.73172,0.73613,0.39607,0.61363,0.71514,0.38508,0.65017,0.56436,0.7071,0.56156,0.5451,0.54345,0.56233,0.48041,0.57238,0.70415,0.70794,0.74558,0.6188,0.69665,0.71237,0.69323,0.66831,0.57436,0.25236,0.68989,0.72774,0.44367,0.11864,0.42715,0.40011,0.57812,0.6988,0.76292,0.67966,0.74775,0.70232,0.60143,0.67226,0.69856,0.48875,0.7135,0.41098,0.33813,0.68182,0.76458,0.55932,0.44856,0.3751,0.64586,0.60157,0.61154
