1,0.41463,0.2564,0.6498,0.41415,0.25696,0.22046,0.11655,0.23119,0.4128,0.36541,0.33986,0.32869,0.40981,0.31585,0.19326,0.2002,0.2551,0.32038,0.06604,0.18999,0.18064,0.12117,0.42639,0.28279,0.26726,0.33614,0.30396,0.19858,0.35793,0.23089,0.3016,0.50416,0.41737,0.32598,0.48741,0.36485,0.33515,0.43858,0.62286,0.45138,0.42358,0.35514,0.30326,0.23258,0.31145,0.39159,0.26844,0.49425,0.38518,0.23864,0.50868,0.47267,0.15611,0.27024,0.2112,0.41231,0.4133,0.27107,0.27114,0.30591,0.2933,0.25385,0.40484,0.34326,0.37622,0.43747,0.33946,0.3038,0.32546,0.28634,0.23838,0.099973,0.32128,0.34452,0.23296,0.048207,0.3414,0.46949,0.53096,0.43408,0.47017,0.33239,0.43697,0.48648,0.31104,0.43776,0.45842,0.22482,0.3308,0.29262,0.27208,0.33616,0.45929,0.21287,0.35538,0.15153,0.29732,0.3583,0.35082,0.33365,0.22438,0.30013,0.16337,0.26842,0.32015,0.20809,0.23507,0.59974,0.38758,0.24494,0.36821,0.18054,0.15511,0.29222,0.31579,0.31568,0.18487,0.30487,0.24832,0.30452,0.5337,0.40193,0.55753,0.37207,0.35192,0.30872,0.30232,0.21325,0.37136,0.29347,0.20434,0.23174,0.27553,0.17739,0.27124,0.2032,0.2519,0.38839,0.39212,0.39447,0.45064,0.30447,0.44985,0.048581,0.55554,0.19674,0.65229,0.52235,0.3693,0.72561,0.34121,0.41072,0.27518,0.21054,0.29422,0.25464,0.22686,0.23423,0.15039,0.15383,0.17961,0.36879,0.27821,0.1822,0.70968,0.33486,0.2951,0.29213,0.3612,0.37299,0.22059,0.2219,0.16111,0.25209,0.14972,0.255,0.2302,0.27582,0.24523,0.32719,0.40295,0.38168,0.27159,0.38054,0.20944,0.60493,0.45419,0.40735,0.32932,0.30586,0.32017,0.49406,0.35657,0.19633,0.44535,0.32496,0.42713,0.26645,0.25105,0.32003,0.29583,0.36461,0.28931,0.31451,0.47967,0.26625,0.34554,0.21545,0.34947,0.17602,0.42112,0.68569,0.22924,0.42182,0.15431,0.41319,0.34873,0.41055,0.40529,0.21284,0.27048,0.31197,0.32064,0.073449,0.26972,0.14356,0.3728,0.18588,0.41801,0.11338,0.47925,0.4996,0.16665,0.41289,0.52197,0.3375,0.34735,0.29278,0.26908,0.53609,0.27426,0.4073,0.06458,0.24599,0.32819,0.59895,0.56712,0.38092,0.099425,0.15408,0.57611,0.26842,0.1948,0.14606,0.18644,0.1307,0.46894,0.20968,0.35533
0.41463,1,0.82344,0.25424,0.72841,0.78944,0.61511,0.20901,0.51026,0.70901,0.92982,0.92214,0.52583,0.74792,0.57202,0.5048,0.64547,0.65046,0.83059,0.32692,0.56194,0.57197,0.4298,0.73608,0.82486,0.46595,0.90734,0.86674,0.50631,0.51461,0.83175,0.37547,0.58871,0.80179,0.90589,0.77916,0.9258,0.34652,0.28998,0.62377,0.76187,0.88868,0.87126,0.88776,0.74361,0.89035,0.59689,0.79512,0.88825,0.94197,0.5476,0.50846,0.87299,0.71561,0.89223,0.84264,0.77882,0.70569,0.83518,0.71443,0.59875,0.40485,0.50455,0.89419,0.93763,0.90211,0.62497,0.88422,0.89205,0.93282,0.87325,0.86945,0.19041,0.90657,0.94126,0.46776,0.15131,0.43365,0.5233,0.74185,0.77992,0.82543,0.90288,0.78805,0.76133,0.73354,0.75151,0.8646,0.68159,0.90499,0.28666,0.37755,0.91193,0.9201,0.80267,0.32465,0.50562,0.88919,0.77438,0.82539,0.41633,0.84765,0.76254,0.75691,0.83002,0.48497,0.81399,0.69466,0.73068,0.22467,0.72784,0.41068,0.16009,0.34234,0.91523,0.92338,0.89104,0.81996,0.89191,0.66114,0.88906,0.66943,0.92927,0.79167,0.84391,0.36916,0.27946,0.34611,0.65206,0.91748,0.80068,0.6919,0.61068,0.74084,0.76015,0.71708,0.68207,0.60919,0.84617,0.91237,0.89337,0.61473,0.85819,0.88162,0.23067,0.28239,0.44825,0.4249,0.86335,0.86182,0.53692,0.47472,0.40173,0.68606,0.74793,0.28263,0.80115,0.26961,0.75118,0.48013,0.78201,0.50527,0.66814,0.83539,0.66543,0.45477,0.84468,0.80123,0.91392,0.93186,0.9099,0.71093,0.23682,0.56823,0.85789,0.6815,0.81645,0.74306,0.39732,0.80001,0.62125,0.93877,0.85578,0.6834,0.47012,0.65645,0.33563,0.85068,0.42475,0.91049,0.68165,0.89364,0.91582,0.86016,0.71745,0.81468,0.69317,0.87865,0.7251,0.61585,0.71212,0.57512,0.52893,0.23676,0.79758,0.31905,0.54893,0.43403,0.64561,0.83262,0.31929,0.38019,0.35621,0.56733,0.91487,0.65022,0.85458,0.91453,0.77691,0.86797,0.76663,0.52244,0.60929,0.29696,0.20989,0.89967,0.66386,0.93207,0.25038,0.72852,0.19857,0.92172,0.43957,0.42271,0.93629,0.77118,0.88383,0.88224,0.60909,0.74276,0.67702,0.90423,0.83851,0.20441,0.80724,0.53043,0.71824,0.40488,0.88357,0.16906,0.15118,0.71358,0.89138,0.31301,0.19076,0.58847,0.62549,0.51912,0.32747,0.86672
0.2564,0.82344,1,0.10566,0.57179,0.76259,0.58461,0.14481,0.45211,0.59805,0.83597,0.84714,0.3704,0.58607,0.48394,0.46973,0.6975,0.64229,0.79622,0.13794,0.70532,0.70062,0.45639,0.66377,0.81998,0.28077,0.82191,0.85147,0.50454,0.38746,0.71447,0.25625,0.45699,0.74119,0.88106,0.65369,0.84018,0.28013,0.18793,0.45913,0.70001,0.82357,0.8584,0.87216,0.80967,0.87509,0.56087,0.82684,0.7348,0.84621,0.49158,0.35774,0.81385,0.80671,0.88444,0.84701,0.73419,0.61799,0.86934,0.72897,0.56185,0.32447,0.34662,0.8375,0.8661,0.8381,0.51133,0.87697,0.8591,0.88261,0.86079,0.84904,0.22844,0.88179,0.87108,0.39921,0.11596,0.35227,0.44745,0.66679,0.72876,0.67913,0.8377,0.70405,0.655,0.7512,0.70404,0.78009,0.72364,0.81544,0.25068,0.34962,0.87428,0.8318,0.86832,0.2561,0.57984,0.87912,0.72233,0.7735,0.32641,0.84296,0.77001,0.82471,0.75659,0.39464,0.8763,0.75323,0.55835,0.14897,0.64784,0.29833,0.11842,0.2971,0.87806,0.85722,0.82311,0.84404,0.86981,0.62182,0.81508,0.60621,0.8434,0.59423,0.76979,0.30707,0.20244,0.27401,0.71973,0.85887,0.8468,0.7486,0.57263,0.75865,0.83606,0.66005,0.8206,0.65657,0.82436,0.80782,0.80882,0.51063,0.85977,0.7889,0.10825,0.15919,0.46339,0.25771,0.71657,0.81893,0.37861,0.49023,0.35131,0.7723,0.70554,0.21464,0.80803,0.25002,0.69778,0.48707,0.81661,0.54623,0.61887,0.78884,0.65361,0.30002,0.77598,0.79137,0.84114,0.83038,0.84591,0.72872,0.20381,0.62953,0.86622,0.80946,0.75895,0.75629,0.32129,0.74298,0.6098,0.83555,0.79292,0.74754,0.36395,0.73703,0.23445,0.72658,0.2955,0.84824,0.66954,0.8802,0.80055,0.80681,0.71124,0.64609,0.60584,0.78586,0.6998,0.53381,0.61508,0.62277,0.4297,0.16033,0.80701,0.19666,0.57854,0.33712,0.64061,0.76428,0.23189,0.28632,0.19133,0.60901,0.84748,0.64816,0.81128,0.85026,0.78958,0.77759,0.77352,0.50689,0.66399,0.24075,0.22997,0.86246,0.69391,0.86264,0.17874,0.6607,0.22227,0.77699,0.30395,0.44848,0.8491,0.66322,0.82175,0.85683,0.58119,0.72925,0.67323,0.85202,0.75174,0.23076,0.81851,0.32638,0.6611,0.31453,0.8114,0.095367,0.12546,0.54125,0.85905,0.30462,0.12894,0.72711,0.66342,0.39557,0.29156,0.76071
0.6498,0.25424,0.10566,1.0001,0.16143,0.12596,0.084427,0.036353,0.13445,0.16264,0.17959,0.17819,0.30426,0.21875,0.28338,0.074442,0.086708,0.092748,0.12946,0.13471,0.069649,0.072341,0.049149,0.15145,0.12047,0.15061,0.15655,0.14587,0.10469,0.15355,0.15339,0.15447,0.16669,0.17097,0.13902,0.17125,0.16977,0.22962,0.20667,0.37486,0.20026,0.18892,0.13955,0.12898,0.10824,0.11646,0.11365,0.11368,0.32434,0.20075,0.13089,0.25898,0.27447,0.073763,0.12789,0.11025,0.16796,0.1684,0.10762,0.10555,0.11615,0.10175,0.13094,0.2059,0.16855,0.18135,0.2293,0.14206,0.11568,0.16659,0.10973,0.1212,0.043071,0.13339,0.16004,0.12878,0.036364,0.17438,0.34473,0.41961,0.15312,0.20147,0.18755,0.15555,0.21715,0.10293,0.18546,0.21862,0.09391,0.15448,0.10494,0.18134,0.15105,0.27207,0.075377,0.11807,0.085356,0.13558,0.22921,0.24483,0.25018,0.11787,0.10277,0.067195,0.14402,0.15582,0.10959,0.067861,0.44237,0.2317,0.10188,0.1062,0.061601,0.079466,0.13078,0.14128,0.12352,0.095761,0.11892,0.11034,0.18479,0.22487,0.19549,0.33191,0.14334,0.1534,0.075866,0.1259,0.086536,0.22196,0.15653,0.07961,0.13505,0.14693,0.06791,0.088583,0.078248,0.13338,0.17115,0.21886,0.17816,0.33046,0.11973,0.22852,0.13458,0.53822,0.078122,0.69557,0.30162,0.20203,0.67364,0.16906,0.14921,0.1841,0.11972,0.10203,0.10376,0.1616,0.14778,0.10587,0.074236,0.076696,0.15007,0.17315,0.11437,0.5515,0.1616,0.1257,0.13724,0.1632,0.14684,0.098635,0.075794,0.082396,0.13138,0.054772,0.14634,0.10441,0.10631,0.1147,0.12608,0.20737,0.17853,0.089668,0.16032,0.073759,0.71679,0.19887,0.17894,0.16621,0.12997,0.13683,0.3347,0.1441,0.10417,0.21536,0.14517,0.19212,0.16305,0.28132,0.13845,0.13634,0.2316,0.066119,0.15863,0.36909,0.094395,0.23605,0.14046,0.18724,0.13736,0.23118,0.76475,0.094414,0.23125,0.089431,0.19995,0.17333,0.14915,0.16427,0.093915,0.13295,0.080906,0.25103,0.042664,0.12315,0.086146,0.16661,0.1341,0.15751,0.042196,0.29629,0.25712,0.054517,0.22808,0.36525,0.22603,0.17547,0.095786,0.12008,0.48437,0.15079,0.17574,0.036083,0.098686,0.2266,0.36728,0.4685,0.22401,0.025747,0.062777,0.42394,0.13258,0.16643,0.049748,0.051397,0.097103,0.17629,0.13603,0.19346
0.41415,0.72841,0.57179,0.16143,1,0.5649,0.57197,0.27115,0.41194,0.67884,0.71576,0.66149,0.38667,0.76225,0.41108,0.4038,0.38517,0.61176,0.74414,0.14193,0.42112,0.32062,0.24981,0.7634,0.67123,0.6317,0.6921,0.64814,0.34572,0.4496,0.6018,0.3531,0.6442,0.63205,0.68029,0.74122,0.69918,0.2594,0.38428,0.66173,0.63509,0.78051,0.72513,0.66272,0.49577,0.63113,0.53159,0.61457,0.71412,0.7467,0.42996,0.45104,0.73339,0.35632,0.63342,0.49958,0.54849,0.78624,0.61335,0.38637,0.49061,0.32079,0.63518,0.60383,0.70981,0.73254,0.58368,0.71,0.72569,0.69569,0.64397,0.60094,0.14634,0.72103,0.73775,0.5442,0.20457,0.46193,0.40196,0.57417,0.73978,0.75188,0.73012,0.85767,0.7949,0.51406,0.60497,0.6884,0.43874,0.72489,0.19357,0.22074,0.70732,0.78091,0.43341,0.19645,0.28038,0.64941,0.56242,0.56793,0.33025,0.51126,0.62212,0.43882,0.53647,0.33531,0.4645,0.35602,0.7217,0.30196,0.40245,0.45464,0.19933,0.40672,0.65524,0.68054,0.61697,0.44667,0.65852,0.30438,0.61374,0.67051,0.78315,0.78982,0.61658,0.21284,0.18902,0.29287,0.51596,0.67913,0.49058,0.55823,0.47942,0.51866,0.39566,0.51279,0.3715,0.37678,0.65457,0.77694,0.79835,0.49946,0.63381,0.84764,0.10053,0.3106,0.31263,0.31197,0.79234,0.68664,0.41699,0.30712,0.24529,0.41984,0.61022,0.17062,0.5829,0.19255,0.55796,0.28621,0.37763,0.30595,0.51834,0.65365,0.39546,0.48841,0.62465,0.51586,0.6566,0.74815,0.68307,0.51426,0.20754,0.31588,0.50385,0.37863,0.53205,0.48541,0.3373,0.62355,0.47613,0.73122,0.62983,0.48055,0.7008,0.43105,0.19227,0.71817,0.56453,0.68161,0.54943,0.71306,0.72827,0.71461,0.42123,0.7891,0.45985,0.73381,0.53648,0.31091,0.76042,0.43731,0.47881,0.16997,0.55059,0.27375,0.33118,0.36538,0.39504,0.66578,0.30475,0.26174,0.21448,0.36727,0.75912,0.35959,0.74256,0.68127,0.59612,0.76283,0.51558,0.39817,0.43877,0.25179,0.1094,0.57426,0.33652,0.75089,0.19711,0.77529,0.14499,0.76872,0.48624,0.18897,0.76797,0.67546,0.6204,0.6856,0.42091,0.48783,0.49775,0.6254,0.85456,0.10423,0.47403,0.39306,0.62187,0.35742,0.62667,0.22481,0.20506,0.64082,0.68224,0.21338,0.35605,0.35876,0.27139,0.6208,0.243,0.63459
0.25696,0.78944,0.76259,0.12596,0.5649,1,0.51196,0.14343,0.39095,0.54856,0.8042,0.80578,0.46923,0.58044,0.43779,0.42507,0.56266,0.58068,0.71958,0.30406,0.56422,0.55344,0.44857,0.6611,0.71911,0.30473,0.77996,0.78246,0.4582,0.37123,0.7372,0.27993,0.45058,0.66825,0.80419,0.64287,0.81042,0.27797,0.20228,0.46962,0.62245,0.7489,0.78562,0.79218,0.66065,0.79502,0.4757,0.70024,0.73168,0.81272,0.46904,0.3661,0.71157,0.73633,0.7957,0.76945,0.67591,0.59434,0.78817,0.67857,0.53227,0.3419,0.364,0.79841,0.8279,0.76584,0.47984,0.77277,0.7718,0.8299,0.76777,0.77518,0.18074,0.79599,0.81856,0.3921,0.11693,0.36405,0.42281,0.61717,0.65798,0.65641,0.77957,0.64454,0.62532,0.62903,0.60758,0.77097,0.59065,0.77921,0.2253,0.35379,0.80558,0.77044,0.74728,0.25972,0.45532,0.78338,0.67804,0.70569,0.30176,0.76707,0.67016,0.70022,0.77786,0.36368,0.75913,0.68532,0.54529,0.14798,0.64866,0.31506,0.12528,0.28159,0.82166,0.81344,0.75818,0.76255,0.80353,0.65317,0.77977,0.55216,0.77686,0.59435,0.72963,0.30474,0.21406,0.27378,0.64753,0.78279,0.74159,0.66028,0.4792,0.64634,0.71411,0.58742,0.6855,0.58776,0.7629,0.77715,0.74713,0.50595,0.79411,0.72905,0.22503,0.16105,0.39606,0.2658,0.67418,0.74112,0.36106,0.44381,0.33287,0.614,0.66327,0.25898,0.69584,0.23594,0.63811,0.37904,0.71891,0.46105,0.54289,0.70162,0.61005,0.31097,0.73799,0.74623,0.8227,0.80377,0.79546,0.59628,0.21357,0.49684,0.79104,0.67822,0.77786,0.65155,0.31146,0.71724,0.60855,0.80905,0.78914,0.65886,0.34848,0.62769,0.23012,0.70657,0.29211,0.80586,0.5677,0.78451,0.76465,0.73499,0.60173,0.64524,0.61702,0.75654,0.57832,0.57844,0.60853,0.51863,0.42129,0.17203,0.74442,0.19753,0.48599,0.32071,0.6032,0.69369,0.2765,0.28105,0.21252,0.50517,0.79497,0.61542,0.70294,0.77888,0.66003,0.74297,0.66902,0.44652,0.58362,0.21951,0.12212,0.81756,0.59159,0.812,0.13225,0.60522,0.19363,0.75996,0.30289,0.4058,0.80392,0.61911,0.79208,0.74221,0.61898,0.7094,0.58127,0.81156,0.67245,0.12284,0.73711,0.44732,0.5996,0.28182,0.76428,0.094096,0.12037,0.53774,0.77924,0.24678,0.11444,0.57077,0.53167,0.41361,0.25186,0.74752
0.22046,0.61511,0.58461,0.084427,0.57197,0.51196,1,0.26086,0.31938,0.60905,0.66654,0.62259,0.27547,0.57682,0.43073,0.42927,0.46828,0.41033,0.57706,0.10207,0.38136,0.31919,0.25183,0.57501,0.58859,0.27022,0.6255,0.66672,0.36689,0.51409,0.48687,0.30883,0.38221,0.55835,0.6656,0.57275,0.60517,0.18849,0.21944,0.45508,0.60022,0.67798,0.67333,0.67945,0.59969,0.6332,0.54967,0.59274,0.54291,0.64772,0.38137,0.26814,0.6173,0.48508,0.63818,0.57858,0.50384,0.55879,0.56426,0.42886,0.4937,0.27776,0.54424,0.55826,0.66792,0.67902,0.45847,0.68693,0.69206,0.66047,0.65152,0.57893,0.21823,0.68056,0.66185,0.41125,0.054812,0.28551,0.2798,0.51165,0.67091,0.5546,0.66901,0.64351,0.62858,0.46161,0.50702,0.5565,0.45963,0.62551,0.095936,0.1833,0.67455,0.67805,0.56927,0.096273,0.30283,0.62097,0.50181,0.52951,0.1962,0.5601,0.59877,0.49519,0.5008,0.30053,0.51507,0.47385,0.49188,0.12277,0.33109,0.22761,0.10771,0.18089,0.64932,0.64981,0.60616,0.50229,0.61816,0.35901,0.61281,0.47593,0.67895,0.59313,0.54013,0.15701,0.11398,0.23604,0.53586,0.65774,0.59773,0.45142,0.45635,0.57668,0.54129,0.57324,0.49782,0.37115,0.59896,0.64353,0.69496,0.35659,0.60601,0.65578,0.090162,0.22464,0.27116,0.18522,0.61486,0.57791,0.29736,0.31196,0.18313,0.52773,0.62556,0.098734,0.68913,0.15705,0.50614,0.33652,0.50523,0.28014,0.45116,0.59068,0.38375,0.29084,0.59677,0.47812,0.61541,0.65705,0.61953,0.55656,0.14506,0.44922,0.54483,0.50706,0.50837,0.57875,0.22686,0.6475,0.36914,0.6341,0.54875,0.5067,0.3623,0.47928,0.20231,0.54684,0.36868,0.6446,0.55002,0.65875,0.57378,0.67105,0.50932,0.60885,0.41461,0.61929,0.66223,0.30222,0.53639,0.52508,0.31811,0.084833,0.57245,0.14573,0.49733,0.27923,0.48605,0.62315,0.2028,0.16948,0.1255,0.48385,0.67347,0.52314,0.69695,0.69349,0.54938,0.63167,0.47099,0.30871,0.36683,0.19771,0.081262,0.59228,0.51908,0.67324,0.099759,0.56455,0.11961,0.61417,0.26965,0.17844,0.65221,0.57386,0.55539,0.66085,0.34683,0.4684,0.52452,0.60654,0.69243,0.083543,0.4866,0.23218,0.48551,0.24492,0.59544,0.24617,0.091596,0.45844,0.66794,0.26593,0.24312,0.44206,0.37176,0.40712,0.18661,0.57532
0.11655,0.20901,0.14481,0.036353,0.27115,0.14343,0.26086,1.0001,0.1447,0.20668,0.1972,0.19057,0.094032,0.19645,0.079745,0.11459,0.09891,0.2024,0.19067,0.026912,0.087866,0.087972,0.092003,0.2213,0.17315,0.2661,0.18472,0.17769,0.086704,0.1049,0.15793,0.48194,0.17297,0.26021,0.1915,0.20908,0.18613,0.07755,0.082585,0.18874,0.16833,0.20715,0.18447,0.18601,0.14559,0.17307,0.12784,0.15993,0.2037,0.20355,0.24906,0.16706,0.21765,0.10114,0.16934,0.14568,0.16687,0.21846,0.17639,0.11266,0.14426,0.084362,0.2212,0.17005,0.19351,0.1995,0.15291,0.19493,0.20188,0.18917,0.18255,0.15453,0.035153,0.1973,0.20137,0.2295,0.029051,0.10665,0.11633,0.16574,0.22422,0.18967,0.20814,0.24145,0.21026,0.13141,0.16195,0.20383,0.123,0.20514,0.058729,0.084974,0.201,0.20606,0.14105,0.05003,0.06598,0.17317,0.13775,0.15991,0.11458,0.13891,0.16964,0.12906,0.14171,0.088039,0.13165,0.11058,0.1865,0.084279,0.13008,0.12982,0.050661,0.12164,0.16864,0.18004,0.18325,0.11046,0.17199,0.089859,0.16503,0.17552,0.21983,0.21627,0.17756,0.065395,0.065485,0.21183,0.13107,0.18572,0.14729,0.13413,0.12702,0.14221,0.11931,0.14312,0.10981,0.1387,0.18071,0.21513,0.2257,0.12315,0.1742,0.23828,0.024528,0.055992,0.075697,0.088023,0.22243,0.19443,0.10467,0.085395,0.073419,0.13685,0.18394,0.039462,0.14174,0.045291,0.20631,0.058996,0.1011,0.094642,0.13371,0.18783,0.094375,0.12209,0.1726,0.14741,0.18344,0.20342,0.19556,0.13002,0.052607,0.069342,0.13107,0.11117,0.13081,0.13669,0.079095,0.16418,0.14997,0.19932,0.17031,0.11541,0.19027,0.12505,0.057862,0.19827,0.25854,0.18587,0.1128,0.19929,0.20386,0.20075,0.10653,0.21678,0.10733,0.19889,0.14879,0.089996,0.23778,0.10177,0.11975,0.042783,0.15601,0.069407,0.08846,0.091096,0.088853,0.18902,0.060656,0.11035,0.04381,0.096839,0.21361,0.090792,0.21947,0.1763,0.15844,0.2169,0.13482,0.078144,0.14012,0.057274,0.022153,0.15978,0.065991,0.19643,0.12116,0.24659,0.028908,0.22155,0.10327,0.067049,0.20958,0.21256,0.18518,0.18185,0.12634,0.15539,0.17102,0.15344,0.25152,0.022217,0.14318,0.098148,0.21625,0.1197,0.17062,0.71661,0.14119,0.18145,0.19994,0.071902,0.50832,0.106,0.061702,0.20829,0.071037,0.15854
0.23119,0.51026,0.45211,0.13445,0.41194,0.39095,0.31938,0.1447,1,0.43621,0.49209,0.48362,0.25348,0.36718,0.4479,0.23612,0.57202,0.31969,0.48856,0.062485,0.26576,0.48006,0.19127,0.39553,0.53271,0.27029,0.48255,0.47167,0.47067,0.2485,0.44391,0.21853,0.30979,0.46686,0.51667,0.43545,0.49399,0.21978,0.14788,0.31989,0.44705,0.50288,0.49684,0.51777,0.46282,0.49985,0.33534,0.43422,0.49651,0.50424,0.35977,0.29506,0.55024,0.31695,0.5264,0.48902,0.3981,0.4047,0.44122,0.35598,0.30738,0.20897,0.32667,0.46561,0.50213,0.49625,0.40653,0.56478,0.50377,0.50559,0.49548,0.50225,0.10695,0.52408,0.51788,0.33493,0.051457,0.27185,0.28497,0.41902,0.44575,0.4724,0.53469,0.48396,0.48268,0.42476,0.44806,0.50976,0.48652,0.46748,0.16818,0.20689,0.49806,0.52499,0.46409,0.1618,0.29852,0.52019,0.44333,0.45654,0.32516,0.48611,0.38251,0.47564,0.42167,0.38727,0.47285,0.28971,0.4024,0.14421,0.4047,0.19364,0.09502,0.20102,0.47756,0.47385,0.4834,0.48552,0.45679,0.24989,0.50509,0.35029,0.54547,0.41331,0.50494,0.23362,0.10001,0.25554,0.32615,0.51295,0.40173,0.3286,0.55711,0.41421,0.46146,0.46665,0.29295,0.35531,0.45766,0.53111,0.52915,0.40147,0.51484,0.47903,0.048285,0.14639,0.25964,0.24446,0.4799,0.53225,0.28248,0.33994,0.18102,0.49691,0.39212,0.10954,0.47722,0.17551,0.4452,0.44136,0.42727,0.22018,0.41827,0.50984,0.36451,0.23541,0.40992,0.44702,0.45537,0.48522,0.47191,0.56344,0.096599,0.58802,0.48612,0.38327,0.41253,0.45475,0.20923,0.36835,0.33192,0.47006,0.36856,0.39631,0.26786,0.39281,0.19544,0.47589,0.28435,0.50587,0.52029,0.51899,0.49378,0.48952,0.54891,0.39885,0.37254,0.4574,0.5124,0.24525,0.40873,0.33221,0.30268,0.080184,0.46855,0.17509,0.29163,0.47791,0.32578,0.50111,0.16415,0.21693,0.15408,0.4093,0.5202,0.27002,0.54328,0.51819,0.53519,0.50717,0.5912,0.25587,0.2354,0.15367,0.31287,0.44924,0.51656,0.51581,0.27921,0.42704,0.11466,0.52127,0.22871,0.18853,0.52739,0.40676,0.46944,0.59284,0.28789,0.36039,0.35463,0.4703,0.45931,0.26817,0.50404,0.21061,0.48807,0.27425,0.52824,0.11395,0.11742,0.41235,0.54313,0.28858,0.15472,0.24451,0.49976,0.2743,0.26164,0.46841
0.4128,0.70901,0.59805,0.16264,0.67884,0.54856,0.60905,0.20668,0.43621,1,0.72341,0.68469,0.37831,0.61674,0.4895,0.49768,0.45939,0.51168,0.6605,0.12266,0.3951,0.38722,0.2483,0.60592,0.64184,0.46331,0.71581,0.64493,0.40161,0.66663,0.5519,0.37625,0.6719,0.71305,0.66992,0.7383,0.71962,0.30087,0.2821,0.62408,0.66127,0.75173,0.71457,0.69114,0.6054,0.68405,0.65222,0.64692,0.73172,0.73613,0.39607,0.61363,0.71514,0.38508,0.65017,0.56436,0.7071,0.56156,0.5451,0.54345,0.56233,0.48041,0.57238,0.70415,0.70794,0.74558,0.6188,0.69665,0.71237,0.69323,0.66831,0.57436,0.25236,0.68989,0.72774,0.44367,0.11864,0.42715,0.40011,0.57812,0.6988,0.76292,0.67966,0.74775,0.70232,0.60143,0.67226,0.69856,0.48875,0.7135,0.41098,0.33813,0.68182,0.76458,0.55932,0.44856,0.3751,0.64586,0.60157,0.61154,0.35752,0.59412,0.6939,0.5371,0.54123,0.55623,0.54547,0.55936,0.64909,0.2421,0.55136,0.57693,0.16772,0.29049,0.6703,0.7067,0.72563,0.52836,0.64551,0.47372,0.62423,0.65842,0.75681,0.70587,0.73337,0.44422,0.39344,0.37895,0.46636,0.7294,0.58121,0.46305,0.51991,0.54327,0.51748,0.65899,0.42488,0.40367,0.68597,0.71947,0.76275,0.46983,0.6138,0.73579,0.088174,0.29419,0.3273,0.36613,0.7851,0.69925,0.4406,0.40947,0.50941,0.47959,0.56751,0.37536,0.67472,0.25671,0.55807,0.33906,0.53587,0.38296,0.58405,0.63885,0.49971,0.48463,0.68134,0.59651,0.65629,0.74264,0.74503,0.57962,0.31265,0.44056,0.58466,0.39009,0.54471,0.59529,0.44393,0.61698,0.54095,0.73023,0.63601,0.51615,0.47429,0.49714,0.26368,0.74788,0.43102,0.6895,0.60693,0.68812,0.70915,0.72568,0.58942,0.70132,0.61008,0.74996,0.65718,0.33492,0.58267,0.45494,0.46533,0.38815,0.57936,0.33783,0.43226,0.39163,0.42343,0.65385,0.23863,0.47767,0.30426,0.4169,0.71665,0.43387,0.7068,0.73562,0.68488,0.72904,0.58034,0.47655,0.55208,0.25523,0.16808,0.6495,0.45853,0.73877,0.21263,0.65694,0.18076,0.75428,0.49431,0.35308,0.72023,0.70516,0.62324,0.69886,0.46917,0.53401,0.50286,0.64794,0.71539,0.14912,0.59361,0.42941,0.62785,0.33611,0.66305,0.2091,0.14534,0.66706,0.66973,0.27993,0.22749,0.39244,0.43629,0.46695,0.31802,0.70635
